T [MeV]	muB [MeV]	nB/T^3	s/T^3
180	220	0.26061759215599656	9.034600618282454
180	230	0.27394468158916596	9.091321604447216
180	240	0.2874387849164836	9.15029427587142
180	250	0.3011038439372438	9.211497743771094
180	260	0.3149439400037991	9.274912191530865
180	270	0.32896331114740035	9.340518832127247
180	280	0.3431663593542542	9.40829984527942
180	290	0.3575576492372501	9.478238301477747
180	300	0.37214189949073423	9.55031807949662
180	310	0.3869239685866964	9.624523783150657
180	320	0.40190883615777234	9.700840662028295
180	330	0.4171015813725573	9.77925453984578
180	340	0.4325073595179531	9.859751752997434
180	350	0.448131377770604	9.942319100898123
180	360	0.4639788710030553	10.026943808864168
180	370	0.4800550782655368	10.113613503578225
180	380	0.4963652204175856	10.202316200636037
180	390	0.5129144792742687	10.293040303271123
180	400	0.5297079784327916	10.385774611081455
180	410	0.5467507659415121	10.480508337419806
180	420	0.5640477987944157	10.577231134036525
180	430	0.5816039292404862	10.675933121560233
180	440	0.5994238928241264	10.776604924447735
180	450	0.617512298059647	10.879237709044647
180	460	0.6358736175796966	10.983823224046683
180	470	0.6545121806778166	11.090353841043685
180	480	0.6734321670464057	11.198822595908949
180	490	0.6926376016279675	11.30922322889395
180	500	0.7121323503995565	11.421550223228444
180	510	0.7319201170237921	11.535798841514428
180	520	0.7520044402173257	11.651965159384694
180	530	0.7723886917467949	11.77004609597586
180	540	0.7930760749835326	11.890039436445026
180	550	0.8140696238985463	12.011943871014406
180	560	0.8353722024736879	12.135758991936912
180	570	0.8569865044371139	12.261485321539947
180	580	0.8789150532953479	12.389124319160699
180	590	0.901160202586956	12.518678377432975
180	600	0.9237241363621634	12.65015087574313
185	0	0.	8.916498759678808
185	10	0.011417114210719878	8.91775949548739
185	20	0.022843974983939544	8.92154033477687
185	30	0.0342902439866546	8.927837193206011
185	40	0.04576541584229509	8.936643330440631
185	50	0.057278741388289846	8.94794945045655
185	60	0.06883915881716161	8.961743841586523
185	70	0.0804552349034177	8.978012555333821
185	80	0.09213511814731491	8.996739621963899
185	90	0.10388650520490711	9.01790729952408
185	100	0.11571662142936093	9.0414963513334
185	110	0.1276322157517847	9.067486345295524
185	120	0.13963956950444253	9.095855966819174
185	130	0.1517445181784761	9.12658333589169
185	140	0.1639524845544252	9.159646318125743
185	150	0.1762685211872655	9.195022819515508
185	160	0.1886973599008418	9.232691055251124
185	170	0.20124346577034957	9.272629784220346
185	180	0.213911093054335	9.314818502667684
185	190	0.22670434067509942	9.359237592716937
185	200	0.23962720510455798	9.405868423890174
185	210	0.2526836288798555	9.454693408164426
185	220	0.2658775433896301	9.505696011304682
185	230	0.27921290501728757	9.558860725047186
185	240	0.29269372416816664	9.614173006079639
185	250	0.30632408708948433	9.67161918863148
185	260	0.320108170733739	9.731186377855714
185	270	0.33405025117458903	9.792862331102802
185	280	0.34815470626913014	9.856635333736477
185	290	0.36242601337362834	9.922494075414743
185	300	0.37686874298089956	9.990427531853593
185	310	0.3914875491204815	10.060424856097255
185	320	0.4062871573492112	10.132475282314513
185	330	0.42127235105986033	10.206568044185463
185	340	0.4364479567575893	10.282692309081526
185	350	0.45181882885970015	10.360837128498265
185	360	0.4673898344585111	10.44099140458924
185	370	0.48316583840598787	10.523143872168689
185	380	0.49915168898281403	10.607283095196305
185	390	0.5153522043442514	10.693397476512121
185	400	0.5317721598619757	10.78147527944219
185	410	0.5484162764300217	10.871504659824915
185	420	0.5652892097696389	10.963473707000407
185	430	0.5823955407151079	11.057370492344205
185	440	0.5997397664517823	11.153183123998557
185	450	0.6173262926558734	11.250899806548869
185	460	0.6351594264805906	11.350508904499971
185	470	0.6532433703143994	11.451999008519028
185	480	0.6715822162346803	11.555359003524924
185	490	0.6901799411000569	11.660578137811996
185	500	0.7090404022069867	11.7676460924985
185	510	0.728167333439661	11.876553050684016
185	520	0.7475643418480526	11.987289765784196
185	530	0.7672349046258965	12.09984762858727
185	540	0.7871823664026422	12.214218732641895
185	550	0.8074099368257304	12.330395937644168
185	560	0.8279206883850249	12.448372930539007
185	570	0.8487175544421114	12.56814428409469
185	580	0.8698033274497399	12.689705512741767
185	590	0.8911806573032741	12.813053128294825
185	600	0.9128520498262829	12.938184678162528
190	0	0.	9.380456845187133
190	10	0.011711336988495403	9.381636374591379
190	20	0.023430316097536614	9.385173532670809
190	30	0.03516452790217955	9.39106406340848
190	40	0.046921461790992776	9.399300986790994
190	50	0.05870846003259112	9.409874764458387
190	60	0.07053267715791073	9.422773523028217
190	70	0.08240104598692594	9.437983326883522
190	80	0.09432025128642449	9.455488490412876
190	90	0.10629671166008019	9.475271918303145
190	100	0.11833656986798341	9.497315461595154
190	110	0.1304456913772994	9.521600276882825
190	120	0.14262967058381848	9.548107176299974
190	130	0.15489384383516963	9.57681695678987
190	140	0.16724330814858462	9.60771069854145
190	150	0.1796829443617501	9.640770024312475
190	160	0.19221744337828758	9.675977313519123
190	170	0.20485133418341042	9.713315867306735
190	180	0.21758901237922879	9.752770023173369
190	190	0.23043476812764518	9.794325219949727
190	200	0.2433928125653505	9.837968015920232
190	210	0.2564673019555425	9.883686064506193
190	220	0.2696623590426729	9.931468053164048
190	230	0.2829820912884009	9.981303611958952
190	240	0.29643060583064557	10.033183198667551
190	250	0.31001202118323007	10.08709796728417
190	260	0.32373047579975306	10.14303962650917
190	270	0.33759013373985275	10.201000294257447
190	280	0.35159518772434933	10.260972353510851
190	290	0.36574985991565695	10.322948314020927
190	300	0.38005840076537933	10.386920683508642
190	310	0.394525086279307	10.45288185115807
190	320	0.4091542140211431	10.520823985399298
190	330	0.4239500981552086	10.590738947251285
190	340	0.4389170637984723	10.66261821986331
190	350	0.4540594409078782	10.736452854363549
190	360	0.4693815578988918	10.81223343169372
190	370	0.4848877351594268	10.889950039777029
190	380	0.5005822785813683	10.969592265122424
190	390	0.5164694732048946	11.051149197801287
190	400	0.5325535770624176	11.134609448632476
190	410	0.5488388152556812	11.21996117736483
190	420	0.5653293743053085	11.30719213064215
190	430	0.5820293968014727	11.39628968856639
190	440	0.5989429763394961	11.487240918726341
190	450	0.6160741527637021	11.580032636630458
190	460	0.6334269076871174	11.674651471561955
190	470	0.651005160287838	11.771083936960052
190	480	0.6688127633584262	11.869316504517588
190	490	0.6868534995853038	11.969335681271312
190	500	0.7051310780535321	12.071128089042599
190	510	0.7236491309253822	12.17468054566235
190	520	0.7424112103074234	12.279980147485603
190	530	0.7614207852652768	12.387014352764536
190	540	0.7806812389701214	12.495771065506583
190	550	0.8001958659517832	12.606238719496044
190	560	0.8199678694665996	12.71840636220049
190	570	0.8400003589486571	12.832263738324508
190	580	0.8602963475066964	12.9478013728044
190	590	0.8808587495137141	13.06501065306773
190	600	0.9016903782134498	13.183883910403742
195	0	0.	9.805057392120881
195	10	0.0119295326534606	9.80615797470654
195	20	0.0238647811175502	9.809458350336671
195	30	0.03581145059913394	9.814954444351166
195	40	0.04777522516442367	9.822639602521788
195	50	0.05976175734649315	9.832504788843272
195	60	0.07177665799484553	9.84453884800014
195	70	0.08382548648855638	9.85872881938627
195	80	0.09591374145880036	9.875060287528827
195	90	0.10804685218557306	9.89351775278315
195	100	0.12023017084202217	9.914085006216004
195	110	0.13246896575540204	9.936745493588672
195	120	0.14476841583794048	9.961482655126089
195	130	0.15713360630740833	9.988280230106229
195	140	0.16956952577912757	10.017122517998565
195	150	0.18208106476097227	10.04799459069987
195	160	0.19467301553427793	10.08088245316253
195	170	0.20735007335150968	10.115773152225096
195	180	0.22011683884306713	10.152654835621563
195	190	0.23297782148517127	10.191516764895225
195	200	0.24593744395610867	10.232349287246652
195	210	0.25900004719437797	10.275143772211274
195	220	0.2721698959649669	10.319892519524004
195	230	0.28545118474574765	10.366588644639426
195	240	0.29884804375231466	10.41522594819898
195	250	0.3123645449449289	10.465798775337769
195	260	0.3260047078764038	10.518301870166589
195	270	0.3397725052600044	10.572730230109553
195	280	0.35367186817220597	10.629078964072658
195	290	0.36770669081552243	10.68734315770669
195	300	0.3818808347925529	10.747517748339963
195	310	0.396198132868771	10.809597411515355
195	320	0.41066239220767714	10.87357646048811
195	330	0.42527739707869167	10.93944875953319
195	340	0.4400469110612883	11.007207651478556
195	350	0.45497467875642617	11.076845899520402
195	360	0.4700644270436348	11.14835564308753
195	370	0.48531986590795023	11.22172836729581
195	380	0.5007446888807888	11.296954885365073
195	390	0.5163425731280619	11.374025333252554
195	400	0.5321171792161491	11.452929175679955
195	410	0.5480721506038461	11.533655222689893
195	420	0.5642111128802544	11.616191655855122
195	430	0.5805376727905563	11.700526063272255
195	440	0.5970554170698407	11.786645482499967
195	450	0.6137679111252008	11.874536450639095
195	460	0.6306786975626505	11.96418506080224
195	470	0.6477912946173195	12.05557702427211
195	480	0.6651091944684202	12.148697737706026
195	490	0.6826358614850995	12.243532354801713
195	500	0.7003747303909269	12.34006586189543
195	510	0.7183292043809735	12.438283157021369
195	520	0.7365026531808992	12.538169132011745
195	530	0.75489841107292	12.639708757268421
195	540	0.7735197748921855	12.742887168883
195	550	0.7923700019769433	12.847689757824014
195	560	0.8114523081160474	12.954102260949716
195	570	0.8307698654519468	13.06211085363954
195	580	0.8503258003806465	13.17170224386847
195	590	0.870123191423783	13.282863767577162
195	600	0.8901650670805877	13.395583485215164
200	0	0.	10.199469489338625
200	10	0.012079608451951602	10.200494112472704
200	20	0.02416325982913848	10.203566751928332
200	30	0.03625502831409381	10.20868376088373
200	40	0.048359048285639084	10.215839201997426
200	50	0.06047953884183098	10.225025049269131
200	60	0.07262082222176078	10.23623145319344
200	70	0.08478733499074789	10.249447053749503
200	80	0.09698363147475911	10.264659323890905
200	90	0.10921437954838834	10.281854925742708
200	100	0.12148434943459231	10.30102006257023
200	110	0.13379839661328213	10.322140811522344
200	120	0.1461614402328065	10.345203424856537
200	130	0.1585784385641794	10.370194590482887
200	140	0.17105436304173396	10.397101645898069
200	150	0.1835941723255295	10.425912742649595
200	160	0.196202787620819	10.456616961178185
200	170	0.20888507024115316	10.489204378112007
200	180	0.22164580213192667	10.523666089780463
200	190	0.2344896698011763	10.559994196883773
200	200	0.2474212518639358	10.598181755944836
200	210	0.2604450101997474	10.638222703454227
200	220	0.2735652845523337	10.680111758578727
200	230	0.28678629028639574	10.723844310022692
200	240	0.3001121189310916	10.769416292184129
200	250	0.31354674109326947	10.816824055198849
200	260	0.32709401131366284	10.866064232868842
200	270	0.3407576744432688	10.917133611864259
200	280	0.3545413731427025	10.970029005001104
200	290	0.3684486561448692	11.024747130848535
200	300	0.38248298696323857	11.081284501420459
200	310	0.39664775277571324	11.139637319264294
200	320	0.41094627325624405	11.199801384873828
200	330	0.42538180917853	11.261772015024949
200	340	0.43995757064175506	11.32554397235647
200	350	0.4546767248246484	11.391111406290628
200	360	0.46954240318465745	11.458467805205299
200	370	0.48455770806446224	11.527605959623173
200	380	0.49972571867477195	11.598517936073291
200	390	0.5150494964535376	11.671195061197357
200	400	0.5305320898075625	11.745627915615072
200	410	0.5461765382552873	11.821806337026807
200	420	0.5619858760010966	11.899719432011054
200	430	0.577963134966504	11.97935559596855
200	440	0.5941113473333566	12.060702540670759
200	450	0.6104335476132342	12.143747328884476
200	460	0.6269327743052338	12.228476415564959
200	470	0.6436120711658635	12.314875695138161
200	480	0.6604744881344038	12.402930554420307
200	490	0.6775230819601109	12.492625930757743
200	500	0.6947609165396622	12.583946375003368
200	510	0.7121910630284098	12.676876118979143
200	520	0.7298165997351457	12.771399147112145
200	530	0.7476406118254311	12.86749927196224
200	540	0.7656661908781237	12.965160213395167
200	550	0.7838964342870685	13.064365681186155
200	560	0.802334444562038	13.165099460869481
200	570	0.8209833285111462	13.267345502679245
200	580	0.8398461963526517	13.371088013453146
200	590	0.8589261607436592	13.476311551398556
200	600	0.8782263357514088	13.58300112364254
205	0	0.	10.571182660861401
205	10	0.012169140306668587	10.572134828016042
205	20	0.024340945850203282	10.574990299555509
205	30	0.03651815074840755	10.579746025088749
205	40	0.048703622081682635	10.586397049140036
205	50	0.060900414857951314	10.594936694544284
205	60	0.07311181443744684	10.60535680152289
205	70	0.08534136417347304	10.617648007060966
205	80	0.09759287733362368	10.631800047685656
205	90	0.10987043364183006	10.647802068757542
205	100	0.12217836188736587	10.66564292474763
205	110	0.13452121088554345	10.685311457357798
205	120	0.14690371159939106	10.706796741360938
205	130	0.15933073344200618	10.730088291295703
205	140	0.17180723770911874	10.755176225310464
205	150	0.18433823081159084	10.782051385257745
205	160	0.19692871954343424	10.810705414437992
205	170	0.2095836701256234	10.841130796114545
205	180	0.222307972240299	10.87332085707829
205	190	0.23510640879207254	10.907269741191092
205	200	0.2479836317042865	10.942972358069797
205	210	0.26094414371355273	10.980424311987425
205	220	0.27399228586280144	11.019621815760239
205	230	0.28713223020706186	11.060561593942962
205	240	0.3003679771327939	11.103240779137348
205	250	0.3137033566298316	11.147656804682153
205	260	0.3271420328506039	11.193807296470782
205	270	0.3406875113036042	11.241689966158832
205	280	0.35434314808131906	11.291302507589112
205	290	0.36811216057420376	11.342642497881622
205	300	0.3819976391949384	11.39570730430948
205	310	0.39600255969937703	11.450493997805683
205	320	0.4101297957669747	11.506999273715401
205	330	0.424382131548752	11.565219380217341
205	340	0.43876227397001155	11.625150054681262
205	350	0.45327286461113236	11.68678646810068
205	360	0.4679164910340732	11.750123177637064
205	370	0.4826956974697471	11.815154087227478
205	380	0.49761299480436333	11.881872416143045
205	390	0.5126708698305279	11.950270675332717
205	400	0.5278717937553569	12.020340651347809
205	410	0.5432182299681663	12.092073397612932
205	420	0.5587126410849252	12.165459232788157
205	430	0.5743574953018754	12.240487745953816
205	440	0.5901552720900005	12.317147808342206
205	450	0.6061084672685448	12.39542759133862
205	460	0.6222195975095822	12.475314590476412
205	470	0.6384912043120378	12.556795655158725
205	480	0.6549258574863317	12.639857023848212
205	490	0.6715261582021431	12.724484364479373
205	500	0.688294741648267	12.810662819863087
205	510	0.7052342793274936	12.898377057869869
205	520	0.7223474810446551	12.987611326196017
205	530	0.739637096620992	13.078349511537194
205	540	0.7571059173657434	13.170575203012959
205	550	0.7747567773409685	13.264271759708087
205	560	0.7925925544510616	13.359422381406459
205	570	0.810616171388827	13.456010188252346
205	580	0.8288305964504261	13.554018291462528
205	590	0.8472388442651193	13.653429885052583
205	600	0.8658439764344209	13.754228328363798
210	0	0.	10.925114420578607
210	10	0.012205244944837055	10.925997895395671
210	20	0.024412092830715864	10.928647530893885
210	30	0.036622245064635496	10.933060991998783
210	40	0.048837593007565086	10.939234490434274
210	50	0.06106029624871391	10.947162931777058
210	60	0.07329284279775615	10.956840105921316
210	70	0.08553808811518385	10.968258907745366
210	80	0.0977992718541795	10.9814115737143
210	90	0.110080013053544	10.996289920487865
210	100	0.12238428609142095	11.01288557311086
210	110	0.13471638084799925	11.031190172701178
210	120	0.14708085117562233	11.051195556328116
210	130	0.159482455960005	11.072893904623347
210	140	0.17192609684674004	11.096277855292636
210	150	0.1844167562123097	11.121340582899055
210	160	0.19695943829095106	11.148075846968203
210	170	0.2095591156284215	11.176478011607303
210	180	0.2222206823111593	11.206542040481
210	190	0.23494891476642712	11.238263471230635
210	200	0.24774844038323574	11.271638373360503
210	210	0.2606237137771574	11.306663293341924
210	220	0.2735790002155189	11.343335190289011
210	230	0.2866183655154745	11.381651365107732
210	240	0.2997456716173282	11.421609385561567
210	250	0.3129645769883511	11.463207009266048
210	260	0.32627854102742676	11.506442106239259
210	270	0.3396908316813818	11.551312582304915
210	280	0.35320453555552	11.59781630436912
210	290	0.36682256987496287	11.645951028367879
210	300	0.38054769575101366	11.695714330503975
210	310	0.39438253226920006	11.747103542250983
210	320	0.40832957101917194	11.800115689492058
210	330	0.4223911907388066	11.854747436075186
210	340	0.4365696718206247	11.910995031999581
210	350	0.4508672104767512	11.96885426639362
210	360	0.465285932422117	12.028320425402002
210	370	0.47982790595356495	12.089388255063895
210	380	0.49449515435909436	12.152051929233636
210	390	0.5092896676060737	12.21630502257002
210	400	0.5242134132839052	12.282140488597593
210	410	0.5392683467989398	12.349550642824
210	420	0.554456420823987	12.41852715088055
210	430	0.5697795940340246	12.48906102163803
210	440	0.5852398391418979	12.561142605238565
210	450	0.6008391502819072	12.63476159597308
210	460	0.6165795497771576	12.709907039927115
210	470	0.6324630943251581	12.786567347312214
210	480	0.64849188066194	12.864730309396126
210	490	0.6646680507322995	12.944383119945343
210	500	0.6809937964229205	13.025512401093081
210	510	0.6974713639024589	13.108104233550373
210	520	0.7141030575965062	13.192144191081848
210	530	0.730891243865254	13.27761737830156
210	540	0.7478383543981338	13.364508477908132
210	550	0.7649468893840866	13.452801788649857
210	560	0.7822194204745627	13.542481285140909
210	570	0.7996585935946277	13.633530668361287
210	580	0.8172671316219496	13.725933425452697
210	590	0.8350478369655675	13.819672892631583
210	600	0.8530035940753661	13.914732322113503
215	0	0.	11.26381726067466
215	10	0.012194465039898343	11.264635866827732
215	20	0.024389794518348905	11.26709116901411
215	30	0.03658697012262699	11.271181639367024
215	40	0.04878719951111562	11.27690479952755
215	50	0.06099200893350425	11.284257316873829
215	60	0.07320331391724696	11.293235128251464
215	70	0.08542346445016603	11.303833581940927
215	80	0.09765526352974506	11.316047588048823
215	90	0.10990196024092622	11.329871767992618
215	100	0.12216722040413021	11.345300595058063
215	110	0.13445507914068214	11.362328519853794
215	120	0.14676988038755023	11.380950076555077
215	130	0.15911620849612312	11.401159967841068
215	140	0.17149881668972553	11.422953128180632
215	150	0.1839225564692544	11.446324766490084
215	160	0.196392311196285	11.471270390131027
215	170	0.2089129361766577	11.497785812760455
215	180	0.22148920670772645	11.52586714875095
215	190	0.23412577480739516	11.55551079684835
215	200	0.2468271347384327	11.586713415512296
215	210	0.259597596992906	11.619471892066102
215	220	0.2724412700881247	11.653783307427037
215	230	0.28536204934043274	11.689644897838766
215	240	0.2983636116883645	11.72705401471213
215	250	0.3114494156248479	11.766008083412911
215	260	0.3246227053289728	11.806504561620503
215	270	0.3378865181557401	11.848540897717246
215	280	0.35124369473411865	11.892114489549453
215	290	0.36469689100996683	11.93722264381961
215	300	0.3782485916736434	11.983862536316746
215	310	0.39190112450027287	12.032031173161586
215	320	0.4056566752060863	12.08172535322723
215	330	0.4195173025146761	12.132941631889903
215	340	0.4334849531736867	12.185676286263336
215	350	0.4475614767283307	12.239925282071646
215	360	0.46174863990581416	12.295684242316534
215	370	0.47604814049785366	12.352948417894615
215	380	0.49046162066268556	12.41171266031809
215	390	0.5049906795995913	12.471971396687863
215	400	0.5196368855642772	12.533718607060575
215	410	0.5344017872122723	12.596947804342829
215	420	0.5492869242744416	12.661652016834674
215	430	0.5642938375751295	12.727823773533585
215	440	0.5794240784165104	12.795455092296761
215	450	0.5946792173514834	12.864537470948777
215	460	0.6100608523840836	12.935061881407842
215	470	0.6255706166269107	13.007018766893445
215	480	0.6412101854586626	13.080398042267555
215	490	0.6569812832143647	13.155189097552087
215	500	0.6728856894643277	13.23138080465725
215	510	0.6889252448928065	13.308961527349945
215	520	0.705101856855341	13.387919133705593
215	530	0.7214175046224665	13.468241016621713
215	540	0.7378742443654822	13.549914105525536
215	550	0.7544742139237091	13.632924897704374
215	560	0.7712196373760778	13.71725948069232
215	570	0.7881128294795644	13.802903562963566
215	580	0.8051561999801167	13.889842507211327
215	590	0.8223522578555102	13.978061367075085
215	600	0.8397036155067349	14.067544927365311
220	0	0.	11.588105263038768
220	10	0.012142713389824238	11.58886275329575
220	20	0.024285880156951743	11.59113500850011
220	30	0.03643007685196576	11.594921389314987
220	40	0.04857611719002704	11.600220853952546
220	50	0.06072514874154808	11.607031991268238
220	60	0.0728787261480507	11.615353062387864
220	70	0.08503885719269316	11.625182047062786
220	80	0.0972080207293873	11.636516690925973
220	90	0.10938915795094543	11.649354550278208
220	100	0.12158564046113272	11.663693031832269
220	110	0.13380121994800165	11.67952942580936
220	120	0.14603996488954482	11.696860931747329
220	130	0.1583061897327853	11.715684677210309
220	140	0.17060438150580812	11.735997730202586
220	150	0.18293912802240384	11.757797106457126
220	160	0.19531505087811002	11.781079772906319
220	170	0.20773674546192716	11.805842648592971
220	180	0.22020872930494154	11.832082604101032
220	190	0.232735399332974	11.859796460334639
220	200	0.24532099799060963	11.888980987201379
220	210	0.25796958777600715	11.919632902497305
220	220	0.27068503344974343	11.951748871071697
220	230	0.28347099101627576	11.985325504180492
220	240	0.29633090252170347	12.020359358821723
220	250	0.30926799572010766	12.0568469367807
220	260	0.32228528770963255	12.094784683089296
220	270	0.33538559173152366	12.134168983614215
220	280	0.34857152641099326	12.174996161523401
220	290	0.36184552682823923	12.217262472430484
220	300	0.3752098568949578	12.260964098075346
220	310	0.3886666226096021	12.306097138461505
220	320	0.4022177858356369	12.352657602429924
220	330	0.41586517832476816	12.400641396705423
220	340	0.4296105157570561	12.450044313499951
220	350	0.44345541163116625	12.50086201679902
220	360	0.45740139086940657	12.55309002749031
220	370	0.4714499030396631	12.606723707519683
220	380	0.48560233512850237	12.661758243277351
220	390	0.4998600238200339	12.7181886284288
220	400	0.5142242672396389	12.776009646410332
220	410	0.5286963361701275	12.83521585280962
220	420	0.5432774847164653	12.89580155784824
220	430	0.5579689604416015	12.957760809175463
220	440	0.5727720139749716	13.021087375173765
220	450	0.587687908126977	13.085774728964202
220	460	0.6027179265163274	13.151816033288258
220	470	0.6178633817550456	13.219204126427826
220	480	0.6331256232080936	13.287931509313026
220	490	0.6485060443639442	13.357990333953197
220	500	0.6640060898489868	13.429372393313816
220	510	0.6796272621176312	13.502069112750567
220	520	0.6953711278583651	13.576071543193402
220	530	0.7112393241394113	13.651370355658335
220	540	0.7272335643396538	13.727955838341263
220	550	0.7433556438922991	13.805817894934522
220	560	0.7596074458857947	13.884946045223604
220	570	0.7759909465384535	13.965329427665319
220	580	0.7925082206011035	14.046956804064829
220	590	0.8091614467145967	14.129816566414608
220	600	0.8259529127473494	14.21389674595692
225	0	0.	11.897692787239937
225	10	0.01205527051215427	11.898392769144825
225	20	0.024110914285566467	11.900492828065758
225	30	0.03616741919482325	11.903993294909933
225	40	0.04822549360780681	11.90889469263547
225	50	0.060286155842291224	11.91519769508864
225	60	0.07235080141049968	11.922903072608625
225	70	0.08442124469773919	11.932011627390699
225	80	0.09649973430131349	11.94252412211148
225	90	0.10858894361366048	11.954441205592394
225	100	0.12069194009179776	11.967763339288227
225	110	0.13281213785837692	11.982490728140542
225	120	0.14495323880591465	11.998623258863743
225	130	0.15711916730393025	12.016160448090147
225	140	0.1693140030831073	12.035101402059523
225	150	0.18154191606246015	12.05544478877091
225	160	0.19380710595151177	12.077188822786336
225	170	0.2061137485334803	12.100331262237514
225	180	0.21846594970032754	12.124869417071494
225	190	0.23086770762614928	12.150800167193552
225	200	0.24332288293732382	12.178119988924443
225	210	0.2558351763756471	12.206824988072187
225	220	0.26840811321921626	12.23691093790596
225	230	0.2810450336129642	12.268373320388665
225	240	0.2937490879252714	12.30120736915229
225	250	0.30652323627545236	12.33540811286588
225	260	0.31937025144299724	12.370970417831677
225	270	0.3322927244481693	12.407889028836859
225	280	0.34529307219359506	12.446158607476441
225	290	0.3583735466420678	12.48577376733957
225	300	0.37153624509894306	12.52672910561205
225	310	0.38478312124265474	12.569019230791039
225	320	0.3981159966171392	12.61263878633105
225	330	0.41153657235785673	12.65758247014586
225	340	0.42504644097596916	12.703845049977453
225	350	0.4386470980589768	12.75142137471463
225	360	0.45233995379255565	12.80030638179935
225	370	0.46612634421817845	12.850495100902796
225	380	0.4800075421784743	12.901982654084481
225	390	0.49398476791128776	12.954764252670541
225	400	0.5080591992697095	13.008835191100882
225	410	0.522231981554039	13.064190838003
225	420	0.5365042369547794	13.120826624751457
225	430	0.5508770736068256	13.178738031769061
225	440	0.5653515942689877	13.2379205728197
225	450	0.5799289046317111	13.29836977753343
225	460	0.5946101212786721	13.360081172392448
225	470	0.6093963793181119	13.423050260394076
225	480	0.6242888397008501	13.487272499592294
225	490	0.6392886962525878	13.552743280705306
225	500	0.6543971824439864	13.619457903960141
225	510	0.6696155779185328	13.687411555332165
225	520	0.6849452148112355	13.756599282664304
225	530	0.7003874838788541	13.827015969519612
225	540	0.7159438404736069	13.898656313341379
225	550	0.7316158103849558	13.971514797814383
225	560	0.7474049955760372	14.045585669205709
225	570	0.7633130798576883	14.120862911236298
225	580	0.7793418345025473	14.197340220303277
225	590	0.7954931238564115	14.27501098087357
225	600	0.8117689109692261	14.353868241097556
230	0	0.	12.191687013792038
230	10	0.011936818327079246	12.192332915136356
230	20	0.023874266845519458	12.194271091561845
230	30	0.0358130659107891	12.197502933088707
230	40	0.0477541092021956	12.202030667879487
230	50	0.0596985337320014	12.207857236161589
230	60	0.07164777211750488	12.214986126405487
230	70	0.08360358451785753	12.223421184772969
230	80	0.09556806972941866	12.233166409909188
230	90	0.10754365682641844	12.24422574510167
230	100	0.11953308020075842	12.256602878806424
230	110	0.13153934177890442	12.270301062783869
230	120	0.14356566456335218	12.28532295488083
230	130	0.15561544153588422	12.30167049112497
230	140	0.16769218349578988	12.319344789508897
230	150	0.17979946872808028	12.33834608581552
230	160	0.19194089663704525	12.35867370018424
230	170	0.20412004673981488	12.380326031885847
230	180	0.21634044376128012	12.40330057895436
230	190	0.22860552904581136	12.427593978873569
230	200	0.24091863810473366	12.453202066370155
230	210	0.25328298385409276	12.480119944452387
230	220	0.2657016449371659	12.50834206508458
230	230	0.2781775584538446	12.537862316241478
230	240	0.29071351640840765	12.568674112494403
230	250	0.30331216521940507	12.600770486704139
230	260	0.3159760076948276	12.634144180807498
230	270	0.32870740694303674	12.668787734068298
230	280	0.3415085917712603	12.704693567508548
230	290	0.3543816631884148	12.741854063538048
230	300	0.3673286017043068	12.78026164005995
230	310	0.3803512751705384	12.819908818547349
230	320	0.3934514469626928	12.860788285766333
230	330	0.40663078434875655	12.902892948967523
230	340	0.41989086691519034	12.946215984485168
230	350	0.433233194967968	12.990750879776131
230	360	0.44665919782944913	13.036491469001827
230	370	0.4601702419863261	13.083431962311462
230	380	0.4737676390505234	13.131566969023927
230	390	0.4874526535080486	13.180891514934366
230	400	0.501226510243185	13.231401053990009
230	410	0.5150904018250698	13.283091474590126
230	420	0.5290454955566786	13.335959100770474
230	430	0.5430929402875171	13.390000688531169
230	440	0.5572338729937588	13.445213417562824
230	450	0.5714694251321275	13.501594878618313
230	460	0.5858007287788671	13.55914305676686
230	470	0.6002289225645063	13.617856310754743
230	480	0.6147551574141199	13.677733348683887
230	490	0.6293806021108723	13.738773200203465
230	500	0.6441064486979652	13.800975185394375
230	510	0.6589339177258426	13.864338880509987
230	520	0.6738642633771028	13.92886408071858
230	530	0.6888987784653847	13.994550759976619
230	540	0.704038799353818	14.061399028143395
230	550	0.7192857107768117	14.129409084116103
230	560	0.7346409506234838	14.198581172119237
230	570	0.7501060146680579	14.268915528455793
230	580	0.7656824612892329	14.34041232053821
230	590	0.7813719161974254	14.413071605529042
230	600	0.7971760771821836	14.48689326316394
235	0	0.	12.468915201893815
235	10	0.01179149387063249	12.469510261680561
235	20	0.023584222033906938	12.471296306673462
235	30	0.035379467282194745	12.474275885802735
235	40	0.047178605565851475	12.47845309111746
235	50	0.05898314344914217	12.483833336110678
235	60	0.07079474587444198	12.490423068960006
235	70	0.0826152528518486	12.498229440897251
235	80	0.09444668484962568	12.507259951545326
235	90	0.10629123769831593	12.517522092565008
235	100	0.11815126861659798	12.529023008675248
235	110	0.13002927545345824	12.54176919157002
235	120	0.14192787142084537	12.55576621803892
235	130	0.15384975750635696	12.571018539258242
235	140	0.16579769448288653	12.587529324195863
235	150	0.17777447604564614	12.605300356664861
235	160	0.18978290418881558	12.62433198292033
235	170	0.20182576752677944	12.644623104850925
235	180	0.2139058229157243	12.666171212710443
235	190	0.22602578045340008	12.6889724508502
235	200	0.23818829172758957	12.71302170991195
